il,urun,toprak_tipi,iklim_tipi,onerilen_yontem
Yalova,Kayısı,Bazik,Alçak Rakım,Yağmur Suyu Toplama
Erzincan,Pamuk,Zayıf,Çok Yağışlı,Rüzgar Kıran
Bolu,Zeytin,Organik,Nem Düşük,Malçlama
İzmir,Fasulye,Kahverengi,Çok Yağışlı,Organik Gübre
Nevşehir,Patates,Toprak A,Yazı Kısa,Nöbetleşe Ekim
Elazığ,Soğan,Çorak,Denizel,Rüzgar Kıran
Siirt,Arpa,Kahverengi,Ilık Kış,Bitki Örtüsü Koruma
Kütahya,Sarımsak,Çorak,Ilıman,Organik Gübre
Hakkâri,Üzüm,Kireçli,Alçak Rakım,Damla Sulama
Muğla,Üzüm,Sert,Karadeniz,Bitki Örtüsü Koruma
Kayseri,Kabak,Toprak B,Yazı Kısa,Kompost
Sinop,Buğday,Kahverengi,Yazı Kısa,Yağmur Suyu Toplama
Kırıkkale,Soğan,Sert,Ilık Kış,Azot Takviyesi
Adıyaman,Karpuz,Bazik,Kışı Uzun,Kompost
Adana,Soğan,Alüvyal,Çok Yağışlı,Nöbetleşe Ekim
Denizli,Fasulye,Kırmızı,Don Tehlikesi,Rüzgar Kıran
Ardahan,Pamuk,Verimli,Kurak,Rüzgar Kıran
Tokat,Soğan,Drenajlı,Soğuk,Azot Takviyesi
Karabük,Ayçiçeği,Kireçli,Nemli,Malçlama
Bartın,Mercimek,Verimli,Az Yağışlı,Kompost
Eskişehir,Çilek,Bazik,Rüzgarlı,Yağmur Suyu Toplama
Bilecik,Pamuk,Tınlı,Karasal,Malçlama
Muş,Ayçiçeği,Killi,Yazı Kısa,Damla Sulama
Iğdır,Domates,Tınlı,Az Yağışlı,Nöbetleşe Ekim
Burdur,Nohut,Toprak A,Rüzgarlı,Rüzgar Kıran
Manisa,Patates,Kahverengi,Az Yağışlı,Malçlama
Şanlıurfa,Nohut,Kireçli,Yüksek Rakım,Toprak Analizi
Gaziantep,Kayısı,Tınlı,Çok Yağışlı,Organik Gübre
Denizli,Buğday,Toprak A,Kışı Uzun,Toprak Analizi
Şanlıurfa,Fasulye,Sert,Yazı Kısa,Damla Sulama
Kocaeli,Mısır,Kahverengi,Çok Yağışlı,Rüzgar Kıran
Mardin,Çilek,Kırmızı,Yüksek Rakım,Yağmur Suyu Toplama
Siirt,Zeytin,Taşlı,Az Yağışlı,Damla Sulama
Aydın,Mercimek,Toprak A,Kışı Uzun,Rüzgar Kıran
Kastamonu,Domates,Asidik,Karasal,Damla Sulama
Giresun,Elma,Drenajlı,Yüksek Rakım,Malçlama
Yalova,Buğday,Yumuşak,Karadeniz,Yağmur Suyu Toplama
Batman,Kayısı,Zayıf,Sıcak,Nöbetleşe Ekim
Çankırı,Soğan,Alüvyal,Nem Düşük,Organik Gübre
Eskişehir,Mercimek,Organik,Ilık Kış,Organik Gübre
Isparta,Nohut,Taşlı,Kışı Uzun,Malçlama
Sinop,Buğday,Kahverengi,Soğuk,Kompost
Bolu,Zeytin,Zayıf,Karasal,Kompost
Isparta,Üzüm,Sert,Nemli,Rüzgar Kıran
Siirt,Soğan,Bazik,Az Yağışlı,Organik Gübre
Hakkâri,Pamuk,Asidik,Ilıman,Toprak Analizi
Ağrı,Pamuk,Çorak,Don Tehlikesi,Kompost
Siirt,Kayısı,Tuzlu,Çok Yağışlı,Damla Sulama
Aydın,Ayçiçeği,Organik,Yüksek Rakım,Yağmur Suyu Toplama
Bingöl,Kayısı,Toprak B,Çok Yağışlı,Malçlama
Giresun,Elma,Kireçli,Az Yağışlı,Azot Takviyesi
Denizli,Arpa,Killi,Yüksek Rakım,Nöbetleşe Ekim
Nevşehir,Mercimek,Yumuşak,Nem Düşük,Bitki Örtüsü Koruma
Malatya,Biber,Alüvyal,Karasal,Damla Sulama
Hatay,Üzüm,Drenajlı,Ilıman,Yağmur Suyu Toplama
Gaziantep,Elma,Kırmızı,Karadeniz,Rüzgar Kıran
Tunceli,Fasulye,Toprak A,Karadeniz,Rüzgar Kıran
Giresun,Arpa,Toprak A,Yarı Kurak,Azot Takviyesi
Tunceli,Soğan,Toprak A,Yarı Kurak,Organik Gübre
Bolu,Ayçiçeği,Alüvyal,Ilık Kış,Yağmur Suyu Toplama
Isparta,Mercimek,Taşlı,Nem Düşük,Yağmur Suyu Toplama
Çorum,Ayçiçeği,Kahverengi,Yazı Kısa,Organik Gübre
Bartın,Zeytin,Kahverengi,Nemli,Azot Takviyesi
Ağrı,Fasulye,Yumuşak,Ilık Kış,Damla Sulama
Balıkesir,Kabak,Taşlı,Kışı Uzun,Kompost
Ağrı,Fasulye,Toprak A,Kurak,Damla Sulama
Çankırı,Pamuk,Tuzlu,Az Yağışlı,Yağmur Suyu Toplama
Tekirdağ,Zeytin,Sert,Yarı Kurak,Nöbetleşe Ekim
Osmaniye,Nohut,Zayıf,Karadeniz,Organik Gübre
Yalova,Çilek,Çorak,Alçak Rakım,Toprak Analizi
Muğla,Ayçiçeği,Tınlı,Ilık Kış,Yağmur Suyu Toplama
Bilecik,Ayçiçeği,Kumlu,Nem Düşük,Kompost
Adıyaman,Biber,Toprak A,Alçak Rakım,Azot Takviyesi
Osmaniye,Arpa,Sert,Yazı Kısa,Damla Sulama
Batman,Çilek,Toprak B,Yüksek Rakım,Azot Takviyesi
Antalya,Kayısı,Kumlu,Sıcak,Damla Sulama
Bolu,Domates,Verimli,Alçak Rakım,Malçlama
Bartın,Kabak,Kırmızı,Kurak,Rüzgar Kıran
Osmaniye,Biber,Kahverengi,Nemli,Bitki Örtüsü Koruma
Şanlıurfa,Nohut,Toprak B,Rüzgarlı,Azot Takviyesi
İstanbul,Arpa,Taşlı,Çok Yağışlı,Bitki Örtüsü Koruma
Bilecik,Soğan,Yumuşak,Ilıman,Yağmur Suyu Toplama
Adana,Çilek,Bazik,Nemli,Organik Gübre
Tekirdağ,Kabak,Kahverengi,Karadeniz,Malçlama
Niğde,Çilek,Tuzlu,Az Yağışlı,Azot Takviyesi
Gümüşhane,Soğan,Yumuşak,Çok Yağışlı,Nöbetleşe Ekim
Amasya,Biber,Organik,Don Tehlikesi,Rüzgar Kıran
Diyarbakır,Elma,Taşlı,Az Yağışlı,Malçlama
Tunceli,Çilek,Verimli,Kurak,Bitki Örtüsü Koruma
Tunceli,Zeytin,Kireçli,Karasal,Bitki Örtüsü Koruma
Elazığ,Biber,Organik,Yarı Kurak,Kompost
Batman,Arpa,Bazik,Karasal,Azot Takviyesi
Siirt,Soğan,Sert,Nemli,Damla Sulama
Kırklareli,Fasulye,Toprak A,Nem Düşük,Malçlama
Kahramanmaraş,Fasulye,Verimli,Karadeniz,Azot Takviyesi
Bolu,Pamuk,Taşlı,Az Yağışlı,Yağmur Suyu Toplama
Van,Mercimek,Kırmızı,Karadeniz,Azot Takviyesi
Osmaniye,Domates,Drenajlı,Karadeniz,Nöbetleşe Ekim
Uşak,Biber,Asidik,Ilık Kış,Toprak Analizi
Şanlıurfa,Nohut,Toprak A,Kışı Uzun,Rüzgar Kıran
Düzce,Nohut,Toprak A,Nemli,Azot Takviyesi
Kırıkkale,Elma,Verimli,Alçak Rakım,Rüzgar Kıran
Afyonkarahisar,Fasulye,Asidik,Yarı Kurak,Toprak Analizi
Rize,Kayısı,Kumlu,Ilıman,Nöbetleşe Ekim
Sinop,Mısır,Yumuşak,Yarı Kurak,Bitki Örtüsü Koruma
Uşak,Pamuk,Kahverengi,Yazı Kısa,Malçlama
Samsun,Pamuk,Zayıf,Rüzgarlı,Organik Gübre
Aydın,Mercimek,Yumuşak,Nemli,Azot Takviyesi
Düzce,Soğan,Kireçli,Nem Düşük,Nöbetleşe Ekim
Kocaeli,Buğday,Kahverengi,Don Tehlikesi,Organik Gübre
Muğla,Domates,Kireçli,Rüzgarlı,Damla Sulama
Muş,Pamuk,Killi,Ilıman,Rüzgar Kıran
Iğdır,Domates,Tuzlu,Ilıman,Damla Sulama
Bitlis,Soğan,Verimli,Karasal,Damla Sulama
Eskişehir,Çilek,Alüvyal,Yarı Kurak,Azot Takviyesi
Iğdır,Nohut,Tınlı,Alçak Rakım,Rüzgar Kıran
Niğde,Biber,Asidik,Ilık Kış,Malçlama
Rize,Elma,Yumuşak,Yarı Kurak,Organik Gübre
Edirne,Karpuz,Killi,Denizel,Nöbetleşe Ekim
Kilis,Nohut,Alüvyal,Denizel,Azot Takviyesi
Eskişehir,Kayısı,Kırmızı,Az Yağışlı,Malçlama
Sakarya,Arpa,Kahverengi,Az Yağışlı,Bitki Örtüsü Koruma
Bayburt,Nohut,Kırmızı,Kurak,Bitki Örtüsü Koruma
Sakarya,Ayçiçeği,Tınlı,Soğuk,Damla Sulama
Van,Soğan,Kireçli,Don Tehlikesi,Nöbetleşe Ekim
Muş,Pamuk,Yumuşak,Karasal,Bitki Örtüsü Koruma
Uşak,Fasulye,Yumuşak,Don Tehlikesi,Rüzgar Kıran
Gümüşhane,Biber,Toprak A,Denizel,Damla Sulama
Adana,Elma,Toprak A,Don Tehlikesi,Azot Takviyesi
Tunceli,Mısır,Kireçli,Rüzgarlı,Bitki Örtüsü Koruma
Erzincan,Kabak,Tuzlu,Karasal,Nöbetleşe Ekim
Afyonkarahisar,Kabak,Çorak,Yazı Kısa,Damla Sulama
Kırıkkale,Ayçiçeği,Kırmızı,Ilıman,Nöbetleşe Ekim
Ardahan,Ayçiçeği,Asidik,Soğuk,Toprak Analizi
Bayburt,Zeytin,Kırmızı,Yarı Kurak,Malçlama
Uşak,Kayısı,Tuzlu,Karasal,Bitki Örtüsü Koruma
Kastamonu,Çilek,Tuzlu,Kurak,Damla Sulama
Kars,Buğday,Kireçli,Yarı Kurak,Malçlama
Edirne,Nohut,Yumuşak,Karasal,Yağmur Suyu Toplama
Ankara,Pamuk,Alüvyal,Sıcak,Damla Sulama
Tunceli,Ayçiçeği,Toprak A,Kışı Uzun,Bitki Örtüsü Koruma
Sinop,Nohut,Verimli,Rüzgarlı,Yağmur Suyu Toplama
Düzce,Zeytin,Toprak A,Kışı Uzun,Yağmur Suyu Toplama
Kocaeli,Soğan,Tınlı,Don Tehlikesi,Nöbetleşe Ekim
Konya,Kayısı,Drenajlı,Kışı Uzun,Damla Sulama
Bursa,Elma,Bazik,Nem Düşük,Rüzgar Kıran
Van,Zeytin,Sert,Çok Yağışlı,Kompost
Bursa,Ayçiçeği,Tuzlu,Ilıman,Bitki Örtüsü Koruma
Tekirdağ,Biber,Kırmızı,Denizel,Damla Sulama
Iğdır,Karpuz,Yumuşak,Akdeniz,Kompost
Aksaray,Domates,Toprak B,Karasal,Yağmur Suyu Toplama
Rize,Üzüm,Yumuşak,Sıcak,Organik Gübre
Niğde,Zeytin,Alüvyal,Yazı Kısa,Nöbetleşe Ekim
Ankara,Zeytin,Toprak B,Sıcak,Kompost
Sivas,Çilek,Drenajlı,Nem Düşük,Toprak Analizi
Trabzon,Pamuk,Taşlı,Alçak Rakım,Malçlama
Elazığ,Arpa,Zayıf,Yüksek Rakım,Rüzgar Kıran
Bursa,Ayçiçeği,Organik,Ilık Kış,Damla Sulama
Adıyaman,Mercimek,Alüvyal,Çok Yağışlı,Nöbetleşe Ekim
Edirne,Pamuk,Bazik,Rüzgarlı,Bitki Örtüsü Koruma
Şırnak,Elma,Kumlu,Yazı Kısa,Rüzgar Kıran
Hatay,Patates,Bazik,Karadeniz,Toprak Analizi
Kırklareli,Buğday,Taşlı,Yüksek Rakım,Bitki Örtüsü Koruma
Amasya,Kabak,Tuzlu,Ilık Kış,Organik Gübre
Kars,Arpa,Kumlu,Alçak Rakım,Organik Gübre
Çorum,Sarımsak,Sert,Rüzgarlı,Malçlama
Bingöl,Mercimek,Toprak A,Nemli,Kompost
Kütahya,Arpa,Toprak A,Nem Düşük,Malçlama
Bilecik,Biber,Organik,Denizel,Malçlama
Muğla,Elma,Zayıf,Ilıman,Kompost
Çanakkale,Çilek,Killi,Az Yağışlı,Damla Sulama
Düzce,Fasulye,Alüvyal,Çok Yağışlı,Organik Gübre
Malatya,Ayçiçeği,Toprak A,Yarı Kurak,Toprak Analizi
Bartın,Mercimek,Toprak B,Karadeniz,Malçlama
Manisa,Fasulye,Taşlı,Akdeniz,Nöbetleşe Ekim
Sivas,Karpuz,Taşlı,Yarı Kurak,Rüzgar Kıran
Aksaray,Nohut,Yumuşak,Nemli,Kompost
Artvin,Çilek,Toprak B,Akdeniz,Rüzgar Kıran
Osmaniye,Arpa,Bazik,Yazı Kısa,Kompost
Erzurum,Arpa,Toprak A,Ilık Kış,Malçlama
Diyarbakır,Buğday,Killi,Ilık Kış,Nöbetleşe Ekim
Karabük,Mercimek,Zayıf,Yarı Kurak,Nöbetleşe Ekim
Kütahya,Buğday,Zayıf,Yüksek Rakım,Azot Takviyesi
Zonguldak,Pamuk,Drenajlı,Alçak Rakım,Malçlama
Kırıkkale,Domates,Organik,Sıcak,Malçlama
Adana,Mercimek,Kahverengi,Çok Yağışlı,Toprak Analizi
Sivas,Pamuk,Bazik,Çok Yağışlı,Bitki Örtüsü Koruma
Muş,Ayçiçeği,Drenajlı,Don Tehlikesi,Rüzgar Kıran
Gaziantep,Mısır,Tınlı,Alçak Rakım,Malçlama
Karabük,Mısır,Toprak A,Rüzgarlı,Nöbetleşe Ekim
Gaziantep,Zeytin,Zayıf,Soğuk,Azot Takviyesi
Kastamonu,Üzüm,Sert,Yarı Kurak,Bitki Örtüsü Koruma
Isparta,Domates,Asidik,Rüzgarlı,Nöbetleşe Ekim
Muğla,Buğday,Toprak A,Kışı Uzun,Organik Gübre
Rize,Buğday,Bazik,Ilıman,Organik Gübre
Ankara,Patates,Bazik,Çok Yağışlı,Toprak Analizi
Gaziantep,Üzüm,Bazik,Ilık Kış,Kompost
Van,Mercimek,Kahverengi,Nem Düşük,Rüzgar Kıran
Isparta,Sarımsak,Killi,Çok Yağışlı,Malçlama
Kars,Kabak,Sert,Alçak Rakım,Bitki Örtüsü Koruma
Bingöl,Mısır,Kırmızı,Nem Düşük,Damla Sulama
Konya,Fasulye,Organik,Ilıman,Azot Takviyesi
Aksaray,Sarımsak,Organik,Karadeniz,Rüzgar Kıran
Tokat,Zeytin,Asidik,Alçak Rakım,Yağmur Suyu Toplama
Karabük,Nohut,Drenajlı,Nemli,Toprak Analizi
Van,Çilek,Taşlı,Rüzgarlı,Damla Sulama
Malatya,Karpuz,Bazik,Yarı Kurak,Toprak Analizi
Hatay,Karpuz,Toprak A,Çok Yağışlı,Toprak Analizi
Batman,Soğan,Kahverengi,Akdeniz,Organik Gübre
Aksaray,Mısır,Bazik,Yazı Kısa,Nöbetleşe Ekim
Rize,Mercimek,Kırmızı,Karasal,Bitki Örtüsü Koruma
Kırıkkale,Elma,Organik,Rüzgarlı,Malçlama
Tekirdağ,Buğday,Asidik,Ilıman,Damla Sulama
Yozgat,Buğday,Killi,Yüksek Rakım,Toprak Analizi
Konya,Domates,Kahverengi,Kışı Uzun,Damla Sulama
Edirne,Sarımsak,Taşlı,Yazı Kısa,Organik Gübre
Bolu,Patates,Kireçli,Karadeniz,Azot Takviyesi
Van,Soğan,Kumlu,Denizel,Organik Gübre
Kayseri,Buğday,Drenajlı,Rüzgarlı,Nöbetleşe Ekim
Osmaniye,Buğday,Toprak A,Akdeniz,Damla Sulama
Artvin,Zeytin,Kahverengi,Kışı Uzun,Azot Takviyesi
Bilecik,Buğday,Taşlı,Karadeniz,Organik Gübre
Kars,Fasulye,Zayıf,Ilıman,Damla Sulama
Kırıkkale,Kabak,Toprak B,Yüksek Rakım,Organik Gübre
Nevşehir,Pamuk,Tuzlu,Kışı Uzun,Toprak Analizi
Sinop,Nohut,Toprak B,Yüksek Rakım,Yağmur Suyu Toplama
Erzurum,Buğday,Bazik,Kışı Uzun,Bitki Örtüsü Koruma
Elazığ,Kayısı,Drenajlı,Yarı Kurak,Nöbetleşe Ekim
Sivas,Kabak,Toprak A,Yarı Kurak,Toprak Analizi
Kayseri,Kabak,Yumuşak,Az Yağışlı,Damla Sulama
Tekirdağ,Fasulye,Drenajlı,Karadeniz,Rüzgar Kıran
Adıyaman,Buğday,Alüvyal,Çok Yağışlı,Malçlama
Sakarya,Çilek,Tınlı,Kurak,Organik Gübre
Çankırı,Mercimek,Asidik,Denizel,Rüzgar Kıran
Bursa,Soğan,Taşlı,Çok Yağışlı,Rüzgar Kıran
Osmaniye,Soğan,Bazik,Kurak,Bitki Örtüsü Koruma
Bingöl,Elma,Tuzlu,Karasal,Malçlama
Siirt,Mısır,Toprak A,Nemli,Yağmur Suyu Toplama
Bingöl,Elma,Tuzlu,Don Tehlikesi,Yağmur Suyu Toplama
Yalova,Domates,Drenajlı,Nemli,Organik Gübre
Karaman,Kayısı,Tınlı,Ilıman,Toprak Analizi
Bilecik,Ayçiçeği,Drenajlı,Denizel,Rüzgar Kıran
Bitlis,Pamuk,Toprak B,Alçak Rakım,Rüzgar Kıran
İstanbul,Soğan,Toprak A,Kurak,Toprak Analizi
Denizli,Çilek,Drenajlı,Yarı Kurak,Damla Sulama
Antalya,Elma,Tuzlu,Nem Düşük,Organik Gübre
Kahramanmaraş,Biber,Kırmızı,Sıcak,Yağmur Suyu Toplama
Aksaray,Kabak,Taşlı,Karadeniz,Bitki Örtüsü Koruma
Burdur,Domates,Taşlı,Ilık Kış,Toprak Analizi
Zonguldak,Elma,Tınlı,Karadeniz,Damla Sulama
Bartın,Sarımsak,Toprak B,Rüzgarlı,Kompost
Adana,Kabak,Kireçli,Az Yağışlı,Rüzgar Kıran
Giresun,Çilek,Organik,Ilık Kış,Rüzgar Kıran
Bolu,Nohut,Taşlı,Kurak,Azot Takviyesi
Eskişehir,Mısır,Asidik,Akdeniz,Organik Gübre
Kilis,Kabak,Sert,Soğuk,Malçlama
Çorum,Sarımsak,Asidik,Karadeniz,Organik Gübre
Zonguldak,Biber,Kumlu,Don Tehlikesi,Organik Gübre
Kırşehir,Üzüm,Verimli,Denizel,Rüzgar Kıran
Siirt,Domates,Zayıf,Soğuk,Toprak Analizi
Eskişehir,Ayçiçeği,Tınlı,Sıcak,Damla Sulama
Bitlis,Nohut,Toprak B,Karadeniz,Organik Gübre
Isparta,Zeytin,Çorak,Çok Yağışlı,Kompost
Kastamonu,Biber,Kahverengi,Kışı Uzun,Nöbetleşe Ekim
Kırşehir,Kayısı,Kahverengi,Denizel,Organik Gübre
Karaman,Elma,Kumlu,Kışı Uzun,Bitki Örtüsü Koruma
Denizli,Karpuz,Tınlı,Kışı Uzun,Organik Gübre
Bilecik,Karpuz,Drenajlı,Sıcak,Azot Takviyesi
Manisa,Fasulye,Kırmızı,Karasal,Azot Takviyesi
Isparta,Mısır,Drenajlı,Kışı Uzun,Kompost
Kahramanmaraş,Elma,Kumlu,Ilık Kış,Rüzgar Kıran
Kars,Kayısı,Kırmızı,Çok Yağışlı,Nöbetleşe Ekim
Trabzon,Biber,Tınlı,Don Tehlikesi,Damla Sulama
Yozgat,Domates,Çorak,Çok Yağışlı,Nöbetleşe Ekim
Sivas,Soğan,Organik,Sıcak,Rüzgar Kıran
Balıkesir,Kayısı,Taşlı,Yüksek Rakım,Kompost
Kastamonu,Biber,Verimli,Nemli,Azot Takviyesi
Sinop,Pamuk,Kumlu,Alçak Rakım,Azot Takviyesi
Kırıkkale,Pamuk,Kahverengi,Yazı Kısa,Rüzgar Kıran
Diyarbakır,Üzüm,Tuzlu,Akdeniz,Yağmur Suyu Toplama
Şırnak,Karpuz,Organik,Ilıman,Nöbetleşe Ekim
Bingöl,Buğday,Bazik,Yarı Kurak,Azot Takviyesi
Adıyaman,Fasulye,Kireçli,Rüzgarlı,Azot Takviyesi
Konya,Pamuk,Kahverengi,Az Yağışlı,Organik Gübre
Çorum,Pamuk,Kahverengi,Akdeniz,Malçlama
Giresun,Biber,Taşlı,Ilıman,Yağmur Suyu Toplama
Hakkâri,Arpa,Tınlı,Rüzgarlı,Organik Gübre
Kocaeli,Patates,Tınlı,Nem Düşük,Malçlama
Trabzon,Buğday,Killi,Don Tehlikesi,Yağmur Suyu Toplama
Gümüşhane,Üzüm,Kırmızı,Alçak Rakım,Bitki Örtüsü Koruma
Ordu,Buğday,Kireçli,Ilıman,Organik Gübre
Balıkesir,Kabak,Kumlu,Karasal,Yağmur Suyu Toplama
Ordu,Mısır,Zayıf,Kışı Uzun,Malçlama
Siirt,Karpuz,Toprak A,Yarı Kurak,Rüzgar Kıran
Denizli,Arpa,Yumuşak,Soğuk,Yağmur Suyu Toplama
Ordu,Kayısı,Kırmızı,Ilık Kış,Bitki Örtüsü Koruma
Nevşehir,Elma,Tuzlu,Don Tehlikesi,Bitki Örtüsü Koruma
Kırklareli,Arpa,Tınlı,Az Yağışlı,Damla Sulama
Erzincan,Zeytin,Killi,Ilıman,Azot Takviyesi
Kırklareli,Zeytin,Kahverengi,Don Tehlikesi,Toprak Analizi
Amasya,Nohut,Yumuşak,Rüzgarlı,Toprak Analizi
Samsun,Patates,Taşlı,Soğuk,Azot Takviyesi
Bartın,Mercimek,Taşlı,Ilıman,Nöbetleşe Ekim
Kırşehir,Zeytin,Tuzlu,Kışı Uzun,Nöbetleşe Ekim
Eskişehir,Üzüm,Kireçli,Çok Yağışlı,Damla Sulama
Çorum,Soğan,Zayıf,Don Tehlikesi,Toprak Analizi
Tunceli,Mısır,Çorak,Nemli,Damla Sulama
Erzincan,Patates,Kireçli,Az Yağışlı,Bitki Örtüsü Koruma
Osmaniye,Buğday,Drenajlı,Yarı Kurak,Damla Sulama
Edirne,Nohut,Asidik,Akdeniz,Yağmur Suyu Toplama
Elazığ,Fasulye,Verimli,Yazı Kısa,Organik Gübre
Aksaray,Buğday,Tuzlu,Kurak,Kompost
Erzincan,Çilek,Kahverengi,Don Tehlikesi,Nöbetleşe Ekim
Kars,Ayçiçeği,Kahverengi,Sıcak,Malçlama
Samsun,Ayçiçeği,Alüvyal,Karasal,Yağmur Suyu Toplama
Kilis,Arpa,Kireçli,Soğuk,Yağmur Suyu Toplama
Ağrı,Domates,Asidik,Nem Düşük,Bitki Örtüsü Koruma
Kahramanmaraş,Arpa,Kireçli,Ilıman,Azot Takviyesi
Kütahya,Mercimek,Kahverengi,Denizel,Toprak Analizi
Hakkâri,Domates,Kumlu,Alçak Rakım,Bitki Örtüsü Koruma
Uşak,Nohut,Taşlı,Soğuk,Nöbetleşe Ekim
Konya,Biber,Killi,Nem Düşük,Kompost
Isparta,Karpuz,Kumlu,Çok Yağışlı,Organik Gübre
Van,Patates,Toprak B,Karadeniz,Bitki Örtüsü Koruma
Bitlis,Elma,Toprak A,Don Tehlikesi,Damla Sulama
Kırıkkale,Patates,Çorak,Rüzgarlı,Rüzgar Kıran
Mardin,Nohut,Asidik,Akdeniz,Azot Takviyesi
Yalova,Nohut,Bazik,Nem Düşük,Nöbetleşe Ekim
Bartın,Buğday,Verimli,Don Tehlikesi,Nöbetleşe Ekim
Tekirdağ,Domates,Çorak,Kışı Uzun,Bitki Örtüsü Koruma
Aydın,Ayçiçeği,Kireçli,Karasal,Organik Gübre
Siirt,Biber,Kırmızı,Nemli,Rüzgar Kıran
Bilecik,Biber,Taşlı,Sıcak,Azot Takviyesi
Ankara,Nohut,Zayıf,Yüksek Rakım,Kompost
Hatay,Biber,Kırmızı,Ilıman,Rüzgar Kıran
Yozgat,Üzüm,Kırmızı,Az Yağışlı,Azot Takviyesi
Kütahya,Buğday,Taşlı,Don Tehlikesi,Organik Gübre
Düzce,Kabak,Killi,Az Yağışlı,Malçlama
Eskişehir,Zeytin,Asidik,Nem Düşük,Toprak Analizi
Bingöl,Üzüm,Kireçli,Kurak,Kompost
Manisa,Buğday,Kireçli,Karasal,Azot Takviyesi
Aksaray,Ayçiçeği,Drenajlı,Az Yağışlı,Damla Sulama
Kırklareli,Pamuk,Organik,Yüksek Rakım,Nöbetleşe Ekim
Nevşehir,Pamuk,Sert,Nem Düşük,Azot Takviyesi
Giresun,Domates,Toprak A,Soğuk,Bitki Örtüsü Koruma
Kırşehir,Patates,Asidik,Çok Yağışlı,Azot Takviyesi
Bayburt,Arpa,Asidik,Kurak,Malçlama
Muş,Mısır,Tınlı,Yüksek Rakım,Nöbetleşe Ekim
Diyarbakır,Elma,Sert,Nem Düşük,Azot Takviyesi
Yalova,Biber,Organik,Alçak Rakım,Organik Gübre
Karabük,Kayısı,Kireçli,Rüzgarlı,Yağmur Suyu Toplama
Şırnak,Fasulye,Killi,Don Tehlikesi,Organik Gübre
Düzce,Pamuk,Verimli,Kışı Uzun,Toprak Analizi
Çanakkale,Fasulye,Toprak A,Kurak,Yağmur Suyu Toplama
Kırıkkale,Çilek,Alüvyal,Nem Düşük,Damla Sulama
Sinop,Elma,Taşlı,Karasal,Toprak Analizi
Yozgat,Sarımsak,Zayıf,Az Yağışlı,Toprak Analizi
Aksaray,Fasulye,Kumlu,Don Tehlikesi,Yağmur Suyu Toplama
Kilis,Çilek,Bazik,Ilık Kış,Rüzgar Kıran
Kars,Arpa,Drenajlı,Ilıman,Toprak Analizi
Yozgat,Elma,Asidik,Alçak Rakım,Kompost
Mardin,Pamuk,Çorak,Karadeniz,Nöbetleşe Ekim
Şırnak,Arpa,Tuzlu,Denizel,Rüzgar Kıran
Isparta,Sarımsak,Zayıf,Yazı Kısa,Kompost
Kırşehir,Patates,Drenajlı,Karasal,Rüzgar Kıran
Uşak,Zeytin,Verimli,Rüzgarlı,Rüzgar Kıran
Eskişehir,Arpa,Organik,Denizel,Toprak Analizi
Karaman,Fasulye,Asidik,Ilıman,Bitki Örtüsü Koruma
Adana,Zeytin,Tınlı,Akdeniz,Toprak Analizi
Sakarya,Mısır,Bazik,Nemli,Toprak Analizi
Niğde,Buğday,Kumlu,Rüzgarlı,Organik Gübre
Gaziantep,Karpuz,Taşlı,Yarı Kurak,Malçlama
Bingöl,Ayçiçeği,Toprak B,Rüzgarlı,Bitki Örtüsü Koruma
Manisa,Ayçiçeği,Asidik,Don Tehlikesi,Malçlama
Nevşehir,Sarımsak,Toprak A,Don Tehlikesi,Rüzgar Kıran
Denizli,Nohut,Verimli,Az Yağışlı,Kompost
Artvin,Elma,Yumuşak,Yazı Kısa,Malçlama
Trabzon,Patates,Killi,Az Yağışlı,Rüzgar Kıran
Nevşehir,Elma,Kırmızı,Soğuk,Yağmur Suyu Toplama
Edirne,Çilek,Verimli,Nemli,Bitki Örtüsü Koruma
Kastamonu,Mısır,Asidik,Ilık Kış,Bitki Örtüsü Koruma
Erzincan,Fasulye,Alüvyal,Soğuk,Organik Gübre
Ardahan,Fasulye,Asidik,Karadeniz,Bitki Örtüsü Koruma
Niğde,Karpuz,Yumuşak,Nem Düşük,Yağmur Suyu Toplama
Çankırı,Sarımsak,Zayıf,Nemli,Nöbetleşe Ekim
Aksaray,Buğday,Tınlı,Nemli,Nöbetleşe Ekim
Erzurum,Ayçiçeği,Drenajlı,Denizel,Toprak Analizi
Erzincan,Kabak,Kireçli,Denizel,Organik Gübre
Tokat,Mısır,Yumuşak,Çok Yağışlı,Damla Sulama
Çanakkale,Mısır,Killi,Akdeniz,Yağmur Suyu Toplama
Aksaray,Buğday,Kumlu,Nemli,Kompost
Kırıkkale,Mısır,Toprak A,Nem Düşük,Kompost
Balıkesir,Soğan,Drenajlı,Nemli,Nöbetleşe Ekim
Eskişehir,Elma,Kahverengi,Akdeniz,Damla Sulama
Aydın,Patates,Verimli,Ilıman,Damla Sulama
Balıkesir,Kayısı,Organik,Az Yağışlı,Kompost
Niğde,Mercimek,Killi,Çok Yağışlı,Nöbetleşe Ekim
Zonguldak,Zeytin,Asidik,Kışı Uzun,Organik Gübre
Bingöl,Soğan,Drenajlı,Yazı Kısa,Azot Takviyesi
Çorum,Zeytin,Sert,Akdeniz,Organik Gübre
Kırşehir,Buğday,Kahverengi,Nem Düşük,Organik Gübre
